content,sentimen
"Dana sekarang makin ribet, makin gajelas.",0
Sangat membantu..tapi sayang harus dngan sinyal yg full baru bisa kebuka.sdangkan kita g selalu ada dtmpat yg jaringannya stabil,2
"saya kirim shoopepay lewat e wallet dana nomor nya sudah benar nama nya pun benar transaksi sudah berhasil tapi belum sampai ke nomor tujuan di suruh tunggu 2 hari gila aja kalau uang nya ga balik lagi , mana uang hasil cape semalaman tega banget dana nipu hati hati deh buat yang lain nya",0
"setiap buka aplikasi nya lemot terus heran kenapa ga kaya dulu, di update bukanya makin bagus malah makin ancur padahal walle² yg lan bagus² aja pada cepet di bukanya ga deley tolong pihak developer perbaiki agar konsumen tidak kecewa",0
memudahkan,2
sangat membantu sekalih,2
good,0
Terjadi kendala saat ingin login,0
sangat baik,2
puas pakek aplikasi dana,1
cara masuk akun dana tampa no otp,1
"Lama betul proses premium nya , infonya di suruh tunggu 1 hari kerja ,ini sudah lebih 1 hari blm juga selesai",1
Sangat menyenang kan,2
sangat membantu,2
Gimana sih pihak dana refund saldo gak balik balik sampai sekarang udah hampir satu bulan customers servisnya juga gak jelas gak ada penyelesaianya Udah jangan pakai apk ini lagi di gak bisa nyelsain masalah,0
sangat membantu,2
Aplikasi nya bagus,2
"Haloo dana, sy punya saldo tpi tdk bsa melakukan transaksi karena terhalang dana belum premium, saya mau daftar premium ktp saya sudah pernah di gunakan, dan nomor tlp yg lama sudah hilang. Bagaimana solusi nya agar saldo saya bisa saya tarik ?",1
"Maaf admin,,, kmren aplikasi dana saya hapus,trs sya download lagi tp kok gak bisa masuk akun saya lagi ya??? Mohon bantuan nya,,",1
Sangat memuaskan,2
ok,0
Aku kasih 3 bintang di karena kan semakin di update semakin nggak jelas dana,1
ok gaass,0
Apk tolol,0
sangat baik...,2
mantap,2
"Dana suka delay Klo transfer,harus nunggu 1 x 24 jam,mana mau top up atau isi pulsa susah sering gagal,nyusahin GK efektif,perbaiki,di notifikasi udh berhasil tapi ternyata blm masuk,jadi saldo nya tidak jelas kemana, harus nunggu,terus ujung2nya gagal,transfer gagal,diterima gagal,saldo gaib",0
Oke,0
sangat baik,2
Aman 100%.,2
Knapa aku suda masuk premium sekarang susah lg masuk nya,0
Akun dana eror,1
"Saya senang banget pake dana,TPI saya skrng kecwa ditmbhi komen para pengguna,saya kira adanya dana protec uang saya yg hlng bsa kmbli.. pdhal pas akun saya ga bsa dibuka saya berusaha loh utk menghubungi customer cuma lambat akhr nya saya hrus kehlngan saldo yg bagi saya ckup bnyak sekitar 2,4 jt",2
bagus,2
baguuuuuuusssssssd,2
👍,2
Ribettt daftar nya,1
"Mau Upgrade premium aja susahnya berminggu Minggu prosesnya, hadeeeh, Payah. Beda sma Dana yg Dulu.. sekarang dipersulit, bukan dipermudah. Apalagi Saldo Masih tertahan, GX bisa buat transfer, padahal udah ngirim Laporan komplit.",0
Terlalu nyaman pake apk ini,0
Dana anjg fana babi Kesel bgt sumpah baru di di donlow malah kembali ulnggg apannn cobakk uang saya 1 jt di makan anjgggg sumpah anjggggg bgtttt admin kontollll aplkasih gak jels baru ku donlow ku update lagi biar bagussse tau tau. Makan lah uang saya 1 jt,0
Masalah ganti nomor saya tidak selesai...mohon bantu cepatnya,1
sangat membantu,2
mantap,2
"Awas hati hati yg pengguna apk dana,, hari selasa saya kena bobol uang di apk dana, pokoknya bnyak kejadian yg kena hack di apk ini,, lebih baik simpan di tempat yg aman uangnya",0
Uang sering hilang dengan sendirinya...dikomplaint g ada tanggapan...g usah lagi pake dana...,0
Ok,2
matap betul,2
ok,0
bagus,2
sangat berguna,2
"Semoga selalu konsisten disini dan memberikan banyak voucher,.😊🙏",2
sangat bagus,2
Mantap,2
Saya kurangin lagi bintang nya untuk dana karena masalah tak kunjung di selesaikan saya amat sangat kecewa sekali dengan ini.. Di dana sudah di hubungi cs nya jawaban sama aja tidak ada perubahan mengecewakan,0
Aplikasi keamanan nya kurang gampang di hack .. saya di hack dengan transaksi sedangkan saya tidak melakukanya .... payahhh jangan pake dana teman teman sering kali saya kena hack ... aplikasi tidak guna,0
Sangat bagus,2
"Kenapa dana saya tidak bisa d update ya,,padahal kalo buka d hp lain bisa",1
memuaskan,2
mempermudah beli pulsa,2
mantap,2
Numpang Nanya kak. aplikasi ini bisa buat ngirim uang dari luar negri ke rupiah gak ya ?,1
"Kenapa setiap minggunya saldo dana saya di kuras habis kan saya bingung, pedahal saya tidak melakukan transaksi apapun Apa namanya QRIS ini saya tidak Ngerti sama skli tolong di jelaskan",0
"bagus ,, aqq kasih bintang 5",2
saya upgrade premium sudah nunggu 1 hari blum beres juga aplikasi lemot dalam pelayanan,0
"Dana anj*ng uang saya hilang jutaan gak balik b*ngs*t .Hati hati menyimpan uang di aplikasi Dana karena pihak Dana tidak bisa bertindak apapun . Ketika akun kita di retas dan uang di curii. Di kimkan ke akun lain. Pihak dana soalah2 tidak bertanggung jawab . Saya curiga ada oknum di dalam aplikasi dana yang membagikan pin dan nomor kita. Sebelum uang anda hilang berpikirlah sebelum menyimpan uang disini, karena saya sudah mengalaminya sendiri. Dan sampai sekarang tidak ada jawaban dari dana.",0
Tolonglah jangan ikutan seperti shoppepay yg tiap topup saldo yg masuk selalu di potong Kita topup juga ada biaya admin yg di bayar lalu masih di potong juga untuk biaya ADM dari dana nya Gila gak tuh Kembalilah seperti dulu karena tiap transaksi juga kita di kenakan biaya layanan jadi buat apa potongan adm saat topup itu bikin repot saat topup malah kurang,0
bagus apl nya,2
sangat membantu,2
Baik sekali,2
"Hai dana, tanya dong. Bagaimana cara membuat nomor laporan pengaduan untuk suatu masalah? Saya membuat pengaduan ke bot Diana, tapi tidak dapat nomor laporannya. Saya juga tanya ke Diana, jawaban yg didapat malah tidak sesuai. Trims",0
tolong d perbaiki lagi setiap login pasti harus masukkan nmor hp dan sandi dulu,0
bagus sekali,2
ok bgt 👍,0
"verifikasi dana premium gagal,, nomer ktp tidak sesuai padahal sesuai kk dan ktp Disuruh edit ulasan Nih saya tambahin ulasannya Jawaban DIANA sama aja Tidak dapat diproses, tunggu 10 menit Udah 5x seperti itu Sekarang direspon Suruh nunggu update info selanjutnya Tapi sampai kapan?? Gak ada kepastian waktu sampai kapan",0
sy puas pke aplikasi dana👍👍👍👍soal nya ndk ribet klow meterasfer mga shat sll bos q dn di lancar kan rejeki x dn sll d berikan kesehatan amiiiiinnn ya robbal alamin,2
💯,1
makin sukses,2
mantap,2
mantap,2
mantapp,2
Saya tidak pernah melakukan pembelian tapi tiba-tiba saldo saya terpotong..,1
sangat membantu,2
"Info dong team dana yg terhormat, saya sangat terbantu dengan aplikasi ini. Tapi akhir² ini ada bbrp pembeli pulsa listrik yg mmbatalkan pembelian ke saya. Apa bisa membatalkan transaksi setelah pembayaran ? Tolong dibantu 🙏soalnya kalau pulsa listrik gak bisa terpakai kalau bukan nomer tersebut yg pakai. Bantuan nya sangat kami tunggu. Terimakasih 🙏🙏🙏🙏",2
"Tolong bantu saya Uang , kenapa tidak bisa login walaupun sudah benar semuanya.. malah menunggu kode otp lewat SmS tapi tidak Masuk2 padahala nomnya masih aktf !!!! kembalikan uang saya",0
"Mau hapus akun premium susahnya minta ampun, daftar pake KTP mau bekukan minta KK..itupun ga bisa hapus, hnya dibekukan...ribet amat..aplikasi Ribet, lemot pelayanan..gak ada fitur live chat! Nintang gua hapus kalo uda ditangan aduannya!!",0
Kenapa setelah update dana saya tdk bisa login di akun dana saya lagi dikarenakan butuh Verifikasi di perangkat lain padahal dana saya tidak login diperangkat mana pun bagai mana ini tolong diperbaiki segera pihak dana,0
Halo kk ini dana saya kenapa udah beberapa bulan kok di buat sistem sedang sibuk terus tolong dong di bantu,0
cukup bagus pakai aplikasi ini😍😍😍,2
Trxnya lancar oke banget👍👍,2
sangat membantu utk transaksi pulsa yg urgent... jd gk usah ke tempat lain,1
Gak bisa terinstal,1
memauaskan,2
Orang TF 1x potongannya 2x yg bener dikit lh,0
"Saya kecewa baget dompet dana saya bisa "" hilang sendiri",0
jossd,2
ok,0
"mohon maaf, saya ingin mengajukan keluhan Terkait akun dana saya yang tidak bisa Upgrade premium. Di akun dana saya ada uang sejumlah 1 juta rupiah. Uang itu amat sangat saya butuhkan sekarang. Saya sudah berusaha hubungi pusat bantuan bahkan menghubungi Call center tapi masih belum ada jawaban.  Tolong di percepat prosesnya, saya sudah menunggu hampir 1 minggu, Saya mohon dengan amat sangat. Terimakasih",2
sangat membantu dan sejauh ini blm pernah ada kendala,2
Semua penipu Jualan online 90% pakai akun DANA,1
Bisa pake KTP digital dong verifikasi nya,1
Mantap,2
👍,2
Okk,0
sangat membantu,2
"Sekali klik saldo lenyap, antara hacker hebat apa aplikasi yg masih ada bug nya",0
apik,2
"Apk Dana Memang Good,Pokoknya Segala Apapun Itu Mau Dari Tarik Tunai,Beli Itu Beli Ini Cukup Dengan 1 Klik Langsung Beres,Pokoknya Sat Set,Terus Saran Dari Saya Apabila Kalian Menggunakan DANA tolong untuk di perketat lagi keamanannya,supaya akun DANA kalian bisa aman.",0
Mau upgrade ke premium lama bngt sampe 1 hari mana lemot juga,0
oke,2
Aku tidak bisa buka akun dana ku. Mohon di permudah donk mimim,1
Nice,2
mantap,2
mantap dana cicil,2
Ferry good,2
sangat puas oke apk dana ..,2
Di tambah pitur pinjam dana bagus jugak wkwkw,2
saya mau akun premium,1
"Dana mulai gak aman saldo bisa habis Tampa kita mentransfer,",1
Hallo kak saya isi saldo kok nggak bisa masuk ya. Jujur saya merasa tertipu dan dirugikan. Tolong saya dibantu,0
Ranting 2 dulu,1
"Gak bisa transfer ke e-wallet (shoopepay) tulisannya ""ada yang salah dengan sistem kami"" begitu terus dari semalem gak bisa2",0
mantap,2
"Masih Tahap percoba,an",0
👍,2
baik,2
Mau buka akun dana yg dulu kok gak bisa,1
sangat membantu,2
good,0
sangat membantu,2
Bagus dan transfer uang juga cepat,2
sangat baik,2
lumayan membantu,2
mantap,2
Gimana aku udah updete tp pas cek saldo mau ambil uang gk muncul lemot banget😭,0
sangat bagus,2
"saya mau bayar internet kok sampe sekarang tulisannya transaksi berhasil tapi di proses terus, sudah laporan lewat chat diana bantuan, katanya suruh nunggu dan nunggu. padahal saya transaksi lainnya gapernah ada masalah. sampai sekarang masih belum ada solusi minta di batalkan dan refund juga ga ada jawaban!!!!!!!!!",0
mantappp,2
mohon untuk lebih ketat menjaga akun kita lebih aman trimakasih,1
"Maaf min sebelumnya, kok saya ga bisa carikan saldo eMAS ke saldo dana ya? *tetap tidak bisa dicairkan min 🥲🥲",1
mantap,2
untuk saat ini ada permasalahan untuk transaksi,1
Tolong atasin masalah ini uang saya hilang secara tiba tiba dan ada transaksi yang tidak pernah di lakukan tolong dibuatkan keamanan yang lebih,1
sangat bagus,2
perfec,0
mantaaap,2
bagus,2
bagus,2
memuaskan👍👍👍👍,1
Slalu di tolak,0
cepet,2
mantap,2
Susahnya untuk login ...bikin pusing,0
saya puas menggunakan Dana selam bertahun tahun,2
Kenapa setiap gw mau tarik tunai di alfamart harus selalu upgrade ke premium padahal dana gw udah premium aplikasi kgk jelas udah di buka lemot,0
sangat membantu,2
ok minimal gerati 100k,1
Good,2
lebih jelas,2
"Apa ini woy,saldo ku tiba2 hilang hampir setengah. Gak beres ni dana.",0
Kenapa ya dana saya sedang diproteksi padahal dana gua ada di situ gimana ni min solusinya mumet aku,0
Boss aku minta kalau masuk ke DANA agar mengaktifkan Fitur Wajah terlebih dahulu🙏🙏. Mohon Verifikasi Wajah di aktifkan🙏🙏,1
Kecewa sama dana sudah hubungi cs dana tapi hasil nya zonk malah bilang data tidak valid jadi dana yg di bobol orang tidak bisa di kembalikan..tidak aman buat simpan uang dan tidak ada tanggung jwb nya,0
Ok,2
"Masih dg bintang 1. Top up dg kartu online,sudah berhasil tp gk masuk saldo nya,bener2 bermasalah aplikasi ini. Malah lebih bagus aplikasi2 lain",0
sangat berguna,2
"Ini aplikasi 1tahunan saya pake tapi ternyata mengecewakan sekali , saya tidak pernah memberikan OTP ke siapa pun , tetap saja uang hilang karena di retas , saya SDH lapor via email , penanganan buruk, tidak ada layanan costumer service hanya robot Diana yg jawabannya saya tidak mengerti,saya tidak mengerti,saya tidak mengerti, kaaacauuuuu. Gimana mau maju Made in Indonesia kalau begini . Buat kalian yg baca ini silakan mikir 10x buat pake apk dana",0
daftar e KTP slalu gagal gimn si,0
"makin update makin aneh,baru download pas mau masuk disuruh verifikasi akun yg terdapat di fitur kotak masuk/pesan notifikasi akun dana,gw aja belum masuk,ini Gmn ceritanya coba,belum masuk ke aplikasi disuruh cek pesan masuk yg ada di dalam aplikasi dana,gw aj belum bisa masuk bego,mau masuk darimana????????",0
Saya ingin kode oto,1
Bagus,2
Saya nggak bisa masuk ke akun dana ? Sebab hp sama kartu saya hilang kode otp nya di krim ke wa? bagaimana mengatasi nya,0
gratisan,2
kenapa dana gak bisa di gunakan,1
Aplikasi sekarang mulai lemot utamanya kalo pas ngisi e-money di jam malam. Jawaban bantuan chat sama aja gak berpengaruh. Saya ngisi mulai tanggal 11 -02 sampe sekarang belum masuk. Sebelum update di cek dulu lah. CS sangat lemot respon. Kalo emang trouble sebaiknya langsung saldo dikembalikan bukan nunggu lama respon,0
👍👍👍 very⁵ helpfull,1
lebih gampang transfer,2
Tingkat keamanan yang buruk sekali Semoga bisa diperbaiki,0
"Hallo ka maaf, tolong bantu ngamanin akun saya, saya tiap masuk ke akun dana selalu ada tulisan sesi anda telah berakhir, trus kemaren kemaren ada transaksi tidak dikenal dan itu bukann saya, uang saya 1juta hilang tolong bantuan nya....",0
masih bisa d Hank org aplikasi ini,1
sangat memudahkan,2
Ya sangat membantu..,2
terbaik,2
Ini gimana ya..kok akun dana saya gak bisa di bukak gara² passkey ini TOLONG DI NONAKTIFKAN KUNCI PASSKEY..KARENA SANGAT MEMBINGUNGKAN..APALGI SEKARANG SAYA TIDAK BISA MMBUKA APLIKASI DANA,0
Bagus,2
Mantap lah setelah update aplikasi ini sudah tidak bermasalah lagi,2
"Sangat membantu dan mudah,",2
Kok sering eror akhir2 ini dana saya,0
Kok punya gw ngga ada dana cicil ya,0
"Aplikasi sampah, duit ilang gak di balikin,",0
""" dana aplikasi bagus.....sangat bagus malah......tapi tolong buat fitur agar saya dapat menghapus riwayat transaksi...... "" ada yang tidak perlu istri saya tahu dan ada yg boleh istri saya tahu......🤫",0
Jelek sekali dana mending nonaktifkan aplikasi kalau selalu di retas mu sering di hack akun saldo dana mulu udh 2 kali saya kehilangan saldo dana pokok nya dana buruk di bulan 2023 sampai 2024 ketaledoran aplikasi tapi tidak ada pertanggung jawaban atas keluhan terkait aplikasi dana terima kasih 🙏 Hilangkan aplikasi dana kalau saldo dana selalu hilang di ambil orng mulu mah,0
baik sekali membantu,2
sangat baik,2
saya suka sekali tp kadang agak eror disaat digunakan,2
Kasih 1 bintang ajja dana saya terpotong google mulu saat minta pengembalian harus nunggu laama,1
Kenapa akun dana aku tidak bisa di buka,0
Baguslah,2
baik,2
lama skli ubrage ke dana premium,1
sangat lah puas transaksi lewat dana,2
bagus mudah jg gak ada iklan jg,2
terimakasih sudah mempermudah,2
Butuh dana paylatter,2
saya sudah update ke premium tapi ko udah 1 minggu masih d proses mulu yaa,1
Sangat membantu..,2
sanggat mebantu tapi sayang payleter saya belum bisa di buka,1
mantappp,2
"Semakin lama semakin kgk nyaman karena dana business nya proses tarik nya lama kata nya 1x 24 jam nyatanya lebih bisa berhari"" Jadi makin lama mkin kgk wort it",0
"bertransaksi lebih gampang,pake DANA aja!😊",1
Mau upgrade premium aja lama bgt,0
bagus,2
ok,0
Sangat membantu,2
Males ngasih rating masa akun dana tadinya bisa login jadi gabisa login dan costumer service nya bilang harus isi saldo sebesar 200000 buat bisa login lagi apalah daya orang susah hanya bisa mengiklaskan meski di dana ada tabungan nya makasih pihak dana sudah membuat saya kecewa,0
kok fitur penarikan tunainya ga bisa digunakan lama banget nunggu ga busa bisa.makin di update makin ausah penarikan tunainya,0
Sangat kecewa tidak aman dan tidak ada pertanggungjawaban sekian terima kasih,0
Dana cicilan,2
Dana Scan Qris sering terganggu kendala pembayaran tak lancar saya kecewa,0
"karepmu, 😝 masokkkkk masokkkkk masokkkkk selesai.",0
"kenapa sih dana makin sini kok makin agak jelek yaa buat transaksi, sudah dicoba dari malem sampe pagi tulisan disitunya banyak terus transaksi. urgent banget gimana ya haduhh suka sebel dehh biasanya suka lancar2 aja",0
Bagus,2
Permisi.dana tolong perbaiki masalah ini. 1.kenapa saya ga bisa login udah tiga kali nyoba tetep ga bisa.2.kenapa saat buka aplikasinya lama banget butuh waktu 2-3 menit tolong perbaiki nanti kalau udah di perbaiki saya kasih bintang 5 dehh makasih.... Dana babi tolol lepasin akun gw goblog tololl asuuuh,0
Ini gimana cara login nya lagi verivikasi gak muncul muncul 🙏🙏😕,1
Sedikit kendala perihal Dana premium,1
"INI ASLINYA EMG APLIKASI SAMPAH . GAUSAH PADA DOWNLOAD, CUMA JADI SAMPAH DIHP LU",1
mantab bgt,0
Mantab,2
Good,2
Sangat bagus tpi ada kendala,2
Saya suka,2
Berkerja,2
terbaik,2
"Aplikasi wallet terburuk. Saldo hilang karena kesalahan sistem keamanan aplikasi nya, bukan nya dibatuin, malah suruh lapor isipol . . .",0
sangat membantu,2
puas sekali,2
"Simple Mudah, buatlah lebih ringan, dan karena ini dompet keuangan agar di kasih nomor hp ahli waris apabila pemilik dana tutup usia karena ga sedikit uang yg sudah ada di Dana saya saldo dana bisa di wariskan ke orang yang di tuju tanpa mempersulit ahli waris sebagai penerima, Mohon sebagai pertimbangan.",2
mantap,2
Bagusss..👍👍👍,2
Kenapa y saya lupa pin Transaksi malah kesalahan coba lagi makin update jdi begini error' mulu,0
"Aplikasi tidak bisa di percaya ini masa saldo hilang sendiri transaksi tidak dikenal ke agen pulsa , bisa kemalingan.",0
